DBA,BORO,ZIPCODE,CUISINECODE,INSPDATE,ACTION,VIOLCODE,SCORE,CURRENTGRADE
PARRILLA LATINA STEAKHOUSE,2,10463,53,2014-02-12 00:00:00,P,02G,23,
PARRILLA LATINA STEAKHOUSE,2,10463,53,2014-02-12 00:00:00,P,06D,23,
HIGHWAY BAGELS,3,11229,7,2014-02-12 00:00:00,P,06E,21,
LENNY & JOHN'S PIZZA,3,11234,62,2014-02-12 00:00:00,P,04H,19,
LENNY & JOHN'S PIZZA,3,11234,62,2014-02-12 00:00:00,P,06C,19,
NEW KIM'S RESTAURANT,4,11694,20,2014-02-12 00:00:00,P,10F,22,
LENNY & JOHN'S PIZZA,3,11234,62,2014-02-12 00:00:00,P,08C,19,
MISS MAUDE'S SPOONBREAD TOO,1,10037,73,2014-02-12 00:00:00,P,06C,22,
LENNY & JOHN'S PIZZA,3,11234,62,2014-02-12 00:00:00,P,06D,19,
TEQUILA SUNRISE,4,11101,55,2014-02-12 00:00:00,F,10F,43,
CASANOVA RESTAURANT,3,11222,48,2014-02-12 00:00:00,P,04H,20,
CASANOVA RESTAURANT,3,11222,48,2014-02-12 00:00:00,P,04K,20,
CASANOVA RESTAURANT,3,11222,48,2014-02-12 00:00:00,P,08A,20,
POLANCO'S,4,11368,53,2014-02-12 00:00:00,P,02B,26,
NEW KIM'S RESTAURANT,4,11694,20,2014-02-12 00:00:00,P,04L,22,
MISS MAUDE'S SPOONBREAD TOO,1,10037,73,2014-02-12 00:00:00,P,06D,22,
MISS MAUDE'S SPOONBREAD TOO,1,10037,73,2014-02-12 00:00:00,P,10H,22,
PARRILLA LATINA STEAKHOUSE,2,10463,53,2014-02-12 00:00:00,P,10F,23,
TEQUILA SUNRISE,4,11101,55,2014-02-12 00:00:00,F,02H,43,
TEQUILA SUNRISE,4,11101,55,2014-02-12 00:00:00,F,05D,43,
TEQUILA SUNRISE,4,11101,55,2014-02-12 00:00:00,F,06C,43,
PARRILLA LATINA STEAKHOUSE,2,10463,53,2014-02-12 00:00:00,P,02B,23,
POLANCO'S,4,11368,53,2014-02-12 00:00:00,P,02H,26,
NEW KIM'S RESTAURANT,4,11694,20,2014-02-12 00:00:00,P,02G,22,
NEW KIM'S RESTAURANT,4,11694,20,2014-02-12 00:00:00,P,08A,22,
MISS MAUDE'S SPOONBREAD TOO,1,10037,73,2014-02-12 00:00:00,P,02C,22,
MISS MAUDE'S SPOONBREAD TOO,1,10037,73,2014-02-12 00:00:00,P,08C,22,
LEGEND COOKHOUSE,4,11420,17,2014-02-12 00:00:00,F,10F,41,
PAPA JOHN'S,1,10029,62,2014-02-12 00:00:00,P,02B,22,
KEY BAR,1,10009,3,2014-02-12 00:00:00,D,15L,,
LEGEND COOKHOUSE,4,11420,17,2014-02-12 00:00:00,F,04C,41,
LEGEND COOKHOUSE,4,11420,17,2014-02-12 00:00:00,F,06A,41,
K & H DELI,3,11222,27,2014-02-12 00:00:00,P,10F,24,
SUBWAY,4,11368,69,2014-02-12 00:00:00,P,02B,16,
KRISS WEST INDIAN RESTAURANT,4,11412,17,2014-02-12 00:00:00,F,02B,45,
PAPA JOHN'S,1,10029,62,2014-02-12 00:00:00,P,06D,22,
PAPA JOHN'S,1,10029,62,2014-02-12 00:00:00,P,04A,22,
LEGEND COOKHOUSE,4,11420,17,2014-02-12 00:00:00,F,06D,41,
LEGEND COOKHOUSE,4,11420,17,2014-02-12 00:00:00,F,08A,41,
LOCAL 92,1,10003,54,2014-02-12 00:00:00,G,06A,63,
K & H DELI,3,11222,27,2014-02-12 00:00:00,P,02B,24,
LEGEND COOKHOUSE,4,11420,17,2014-02-12 00:00:00,F,04K,41,
LEGEND COOKHOUSE,4,11420,17,2014-02-12 00:00:00,F,02B,41,
MY PIZZA,5,10304,62,2014-02-12 00:00:00,F,04J,29,
SUBWAY,4,11368,69,2014-02-12 00:00:00,P,10F,16,
GILDA'S RESTAURANT,4,11369,61,2014-02-12 00:00:00,P,08A,23,
KRISS WEST INDIAN RESTAURANT,4,11412,17,2014-02-12 00:00:00,F,05D,45,
KRISS WEST INDIAN RESTAURANT,4,11412,17,2014-02-12 00:00:00,F,10F,45,
GILDA'S RESTAURANT,4,11369,61,2014-02-12 00:00:00,P,04L,23,
SUBWAY,4,11368,69,2014-02-12 00:00:00,P,02G,16,
K & H DELI,3,11222,27,2014-02-12 00:00:00,P,02G,24,
KRISS WEST INDIAN RESTAURANT,4,11412,17,2014-02-12 00:00:00,F,02G,45,
THE FAMILY RESTAURANT,4,11375,48,2014-02-12 00:00:00,P,06D,16,
HANSOL NUTRITION CENTER,4,11358,52,2014-02-12 00:00:00,F,08A,62,
HANSOL NUTRITION CENTER,4,11358,52,2014-02-12 00:00:00,F,10D,62,
LOCAL 92,1,10003,54,2014-02-12 00:00:00,G,06C,63,
LOCAL 92,1,10003,54,2014-02-12 00:00:00,G,10B,63,
LOCAL 92,1,10003,54,2014-02-12 00:00:00,G,04L,63,
LOCAL 92,1,10003,54,2014-02-12 00:00:00,G,10F,63,
ACONCAGUA,4,11368,8,2014-02-12 00:00:00,P,02G,26,
ACONCAGUA,4,11368,8,2014-02-12 00:00:00,P,04A,26,
LA OFICINA BAR,4,11368,3,2014-02-12 00:00:00,P,10D,20,
EL VINCENTINO RESTAURANTE SALVADORENO,4,11358,53,2014-02-12 00:00:00,F,04J,37,
SUNSET DINER,3,11222,3,2014-02-12 00:00:00,P,08B,24,
EL VINCENTINO RESTAURANTE SALVADORENO,4,11358,53,2014-02-12 00:00:00,F,10B,37,
SISSY'S RESTAURANT AND BAR,4,11691,17,2014-02-12 00:00:00,P,04A,19,
MAGIC WOK,4,11691,20,2014-02-12 00:00:00,P,06E,19,
BROADWAY COMEDY CLUB,1,10019,3,2014-02-12 00:00:00,P,10J,26,
HANSOL NUTRITION CENTER,4,11358,52,2014-02-12 00:00:00,F,04A,62,
SNACK DRAGON,1,10009,81,2014-02-12 00:00:00,P,04K,20,
SUNSET DINER,3,11222,3,2014-02-12 00:00:00,P,06F,24,
SUNSET DINER,3,11222,3,2014-02-12 00:00:00,P,08C,24,
MAGIC WOK,4,11691,20,2014-02-12 00:00:00,P,10F,19,
BROADWAY COMEDY CLUB,1,10019,3,2014-02-12 00:00:00,P,04L,26,
CHINA ONE RESTAURANT,3,11220,20,2014-02-12 00:00:00,P,02B,16,
MY PIZZA,5,10304,62,2014-02-12 00:00:00,F,04L,29,
GILDA'S RESTAURANT,4,11369,61,2014-02-12 00:00:00,P,06C,23,
GILDA'S RESTAURANT,4,11369,61,2014-02-12 00:00:00,P,10B,23,
MY PIZZA,5,10304,62,2014-02-12 00:00:00,F,02B,29,
MCDONALD'S,1,10035,39,2014-02-12 00:00:00,P,06D,20,
MCDONALD'S,1,10035,39,2014-02-12 00:00:00,P,08A,20,
THE FAMILY RESTAURANT,4,11375,48,2014-02-12 00:00:00,P,04L,16,
LOCAL 92,1,10003,54,2014-02-12 00:00:00,G,06E,63,
CATACOCHA RESTAURANT,4,11368,53,2014-02-12 00:00:00,P,02B,20,
CATACOCHA RESTAURANT,4,11368,53,2014-02-12 00:00:00,P,08C,20,
HENRICA'S RESTAURANT,4,11422,17,2014-02-12 00:00:00,P,06C,20,
HENRICA'S RESTAURANT,4,11422,17,2014-02-12 00:00:00,P,10F,20,
LOCAL 92,1,10003,54,2014-02-12 00:00:00,G,08A,63,
ACONCAGUA,4,11368,8,2014-02-12 00:00:00,P,04N,26,
ACONCAGUA,4,11368,8,2014-02-12 00:00:00,P,08A,26,
FREEFOODS NYC,1,10036,3,2014-02-12 00:00:00,F,10F,36,
CATACOCHA RESTAURANT,4,11368,53,2014-02-12 00:00:00,P,09C,20,
CATACOCHA RESTAURANT,4,11368,53,2014-02-12 00:00:00,P,10F,20,
LOCAL 92,1,10003,54,2014-02-12 00:00:00,G,02B,63,
FREEFOODS NYC,1,10036,3,2014-02-12 00:00:00,F,02G,36,
FREEFOODS NYC,1,10036,3,2014-02-12 00:00:00,F,06D,36,
FREEFOODS NYC,1,10036,3,2014-02-12 00:00:00,F,08A,36,
EL VINCENTINO RESTAURANTE SALVADORENO,4,11358,53,2014-02-12 00:00:00,F,04L,37,
EL VINCENTINO RESTAURANTE SALVADORENO,4,11358,53,2014-02-12 00:00:00,F,10D,37,
ALI'S TRINIDAD ROTI SHOP,3,11216,17,2014-02-12 00:00:00,P,03A,16,
LA OFICINA BAR,4,11368,3,2014-02-12 00:00:00,P,04A,20,
LA OFICINA BAR,4,11368,3,2014-02-12 00:00:00,P,06D,20,
EL VINCENTINO RESTAURANTE SALVADORENO,4,11358,53,2014-02-12 00:00:00,F,10F,37,
SISSY'S RESTAURANT AND BAR,4,11691,17,2014-02-12 00:00:00,P,04H,19,
SISSY'S RESTAURANT AND BAR,4,11691,17,2014-02-12 00:00:00,P,10A,19,
EL VINCENTINO RESTAURANTE SALVADORENO,4,11358,53,2014-02-12 00:00:00,F,02G,37,
LOS MISMO RESTAURANT,4,11368,53,2014-02-12 00:00:00,P,02H,20,
SOOKK THAI RESTAURANT,1,10025,82,2014-02-12 00:00:00,G,05F,101,
SOOKK THAI RESTAURANT,1,10025,82,2014-02-12 00:00:00,G,06B,101,
HANSOL NUTRITION CENTER,4,11358,52,2014-02-12 00:00:00,F,10B,62,
TEN JAPANESE CUISINE,3,11215,49,2014-02-12 00:00:00,F,10B,30,
HANSOL NUTRITION CENTER,4,11358,52,2014-02-12 00:00:00,F,02G,62,
JOHNNY'S PIZZA,3,11220,63,2014-02-12 00:00:00,F,06F,32,
JOHNNY'S PIZZA,3,11220,63,2014-02-12 00:00:00,F,08A,32,
SUNSET DINER,3,11222,3,2014-02-12 00:00:00,P,10I,24,
SNACK DRAGON,1,10009,81,2014-02-12 00:00:00,P,08A,20,
SNACK DRAGON,1,10009,81,2014-02-12 00:00:00,P,02G,20,
SOOKK THAI RESTAURANT,1,10025,82,2014-02-12 00:00:00,G,09B,101,
SUNSET DINER,3,11222,3,2014-02-12 00:00:00,P,02G,24,
MAGIC WOK,4,11691,20,2014-02-12 00:00:00,P,09B,19,
CABRINI 181,1,10033,3,2014-02-12 00:00:00,P,04L,25,
BROADWAY COMEDY CLUB,1,10019,3,2014-02-12 00:00:00,P,04H,26,
BROADWAY COMEDY CLUB,1,10019,3,2014-02-12 00:00:00,P,06C,26,
CORNERSTONE TAVERN/THE STAG'S HEAD,1,10022,47,2014-02-12 00:00:00,D,15L,,
BROADWAY COMEDY CLUB,1,10019,3,2014-02-12 00:00:00,P,08A,26,
JOHNNY'S PIZZA,3,11220,63,2014-02-12 00:00:00,F,02G,32,
FATTY 'CUE,1,10014,3,2014-02-12 00:00:00,P,02G,23,
FATTY 'CUE,1,10014,3,2014-02-12 00:00:00,P,10H,23,
BROADWAY COMEDY CLUB,1,10019,3,2014-02-12 00:00:00,P,10B,26,
CHINA ONE RESTAURANT,3,11220,20,2014-02-12 00:00:00,P,06D,16,
JOHNNY'S PIZZA,3,11220,63,2014-02-12 00:00:00,F,02B,32,
MCDONALD'S,1,10035,39,2014-02-12 00:00:00,P,04L,20,
MCDONALD'S,1,10035,39,2014-02-12 00:00:00,P,10F,20,
SCHNITZI BAR,3,11230,50,2014-02-12 00:00:00,F,04A,38,
SCHNITZI BAR,3,11230,50,2014-02-12 00:00:00,F,05H,38,
SMITH FOOD EXPRESS,3,11201,27,2014-02-12 00:00:00,P,04L,23,
BERIMBAU,1,10014,13,2014-02-12 00:00:00,F,02G,30,
FREEFOODS NYC,1,10036,3,2014-02-12 00:00:00,F,04L,36,
FREEFOODS NYC,1,10036,3,2014-02-12 00:00:00,F,02H,36,
ALI'S TRINIDAD ROTI SHOP,3,11216,17,2014-02-12 00:00:00,P,10F,16,
ALI'S TRINIDAD ROTI SHOP,3,11216,17,2014-02-12 00:00:00,P,10D,16,
LOS MISMO RESTAURANT,4,11368,53,2014-02-12 00:00:00,P,04M,20,
LOS MISMO RESTAURANT,4,11368,53,2014-02-12 00:00:00,P,10F,20,
BERIMBAU,1,10014,13,2014-02-12 00:00:00,F,08A,30,
LOS MISMO RESTAURANT,4,11368,53,2014-02-12 00:00:00,P,10B,20,
BERIMBAU,1,10014,13,2014-02-12 00:00:00,F,02B,30,
FINNERTY'S,1,10003,3,2014-02-12 00:00:00,F,06C,29,
TEE CAFE,4,11428,14,2014-02-12 00:00:00,F,06E,28,
COUNTRY HEART COOKING,4,11697,14,2014-02-12 00:00:00,P,06C,21,
COUNTRY HEART COOKING,4,11697,14,2014-02-12 00:00:00,P,08A,21,
FINNERTY'S,1,10003,3,2014-02-12 00:00:00,F,06D,29,
FINNERTY'S,1,10003,3,2014-02-12 00:00:00,F,10H,29,
SOOKK THAI RESTAURANT,1,10025,82,2014-02-12 00:00:00,G,02G,101,
SOOKK THAI RESTAURANT,1,10025,82,2014-02-12 00:00:00,G,06E,101,
COUNTRY HEART COOKING,4,11697,14,2014-02-12 00:00:00,F,16B,,
COUNTRY HEART COOKING,4,11697,14,2014-02-12 00:00:00,P,10F,21,
NEW L & K CHINESE RESTAURANT,4,11374,20,2014-02-12 00:00:00,F,10F,31,
SOOKK THAI RESTAURANT,1,10025,82,2014-02-12 00:00:00,G,06C,101,
SOOKK THAI RESTAURANT,1,10025,82,2014-02-12 00:00:00,G,04M,101,
FINNERTY'S,1,10003,3,2014-02-12 00:00:00,D,15L,,
FINNERTY'S,1,10003,3,2014-02-12 00:00:00,F,04L,29,
SOOKK THAI RESTAURANT,1,10025,82,2014-02-12 00:00:00,G,02B,101,
SOOKK THAI RESTAURANT,1,10025,82,2014-02-12 00:00:00,G,08A,101,
TEN JAPANESE CUISINE,3,11215,49,2014-02-12 00:00:00,F,09C,30,
BAGELS & CO,4,11366,50,2014-02-12 00:00:00,G,08A,51,
BAGELS & CO,4,11366,50,2014-02-12 00:00:00,G,10D,51,
TEN JAPANESE CUISINE,3,11215,49,2014-02-12 00:00:00,F,04J,30,
TEN JAPANESE CUISINE,3,11215,49,2014-02-12 00:00:00,F,06E,30,
NEW WHITE SWAN BAKERY 88,1,10002,8,2014-02-12 00:00:00,P,06E,22,
TASTY GRILL,4,11357,38,2014-02-12 00:00:00,P,08A,23,
TEN JAPANESE CUISINE,3,11215,49,2014-02-12 00:00:00,F,06F,30,
100 FUN BILLIARD,3,11219,20,2014-02-12 00:00:00,D,15L,,
JOHNNY'S PIZZA,3,11220,63,2014-02-12 00:00:00,F,10B,32,
FATTY 'CUE,1,10014,3,2014-02-12 00:00:00,P,06C,23,
JOHNNY'S PIZZA,3,11220,63,2014-02-12 00:00:00,F,10D,32,
NEW L & K CHINESE RESTAURANT,4,11374,20,2014-02-12 00:00:00,F,02G,31,
JOHNNY'S PIZZA,3,11220,63,2014-02-12 00:00:00,F,04L,32,
FATTY 'CUE,1,10014,3,2014-02-12 00:00:00,P,02B,23,
FATTY 'CUE,1,10014,3,2014-02-12 00:00:00,P,10B,23,
NEW NO 1 CHINESE RESTAURANT,4,11434,20,2014-02-12 00:00:00,F,02G,30,
PING'S,1,10013,20,2014-02-12 00:00:00,F,02B,39,
TASTY GRILL,4,11357,38,2014-02-12 00:00:00,P,04N,23,
TASTY GRILL,4,11357,38,2014-02-12 00:00:00,P,06C,23,
CABRINI 181,1,10033,3,2014-02-12 00:00:00,P,08A,25,
CABRINI 181,1,10033,3,2014-02-12 00:00:00,P,10H,25,
RU YI SEAFOOD RESTAURANT,4,11373,20,2014-02-12 00:00:00,P,10F,21,
BAGELS & CO,4,11366,50,2014-02-12 00:00:00,G,04K,51,
NEW NO 1 CHINESE RESTAURANT,4,11434,20,2014-02-12 00:00:00,F,06F,30,
PING'S,1,10013,20,2014-02-12 00:00:00,F,04M,39,
CABRINI 181,1,10033,3,2014-02-12 00:00:00,P,04H,25,
CABRINI 181,1,10033,3,2014-02-12 00:00:00,P,06C,25,
"DUNKIN DONUTS, SUBWAY",4,11433,69,2014-02-12 00:00:00,P,10F,24,
"DUNKIN DONUTS, SUBWAY",4,11433,69,2014-02-12 00:00:00,P,08A,24,
NEW NO 1 CHINESE RESTAURANT,4,11434,20,2014-02-12 00:00:00,F,02B,30,
PING'S,1,10013,20,2014-02-12 00:00:00,F,08A,39,
PING'S,1,10013,20,2014-02-12 00:00:00,F,09B,39,
NANA SUSHI LOUNGE,3,11215,49,2014-02-12 00:00:00,F,04L,39,
SMITH FOOD EXPRESS,3,11201,27,2014-02-12 00:00:00,P,08A,23,
SMITH FOOD EXPRESS,3,11201,27,2014-02-12 00:00:00,P,02B,23,
RU YI SEAFOOD RESTAURANT,4,11373,20,2014-02-12 00:00:00,P,02G,21,
"DUNKIN DONUTS, SUBWAY",4,11433,69,2014-02-12 00:00:00,P,02G,24,
"DUNKIN DONUTS, SUBWAY",4,11433,69,2014-02-12 00:00:00,P,06D,24,
NANA SUSHI LOUNGE,3,11215,49,2014-02-12 00:00:00,F,02B,39,
GUANG MING,1,10128,20,2014-02-12 00:00:00,P,08A,24,
BERIMBAU,1,10014,13,2014-02-12 00:00:00,F,04L,30,
BERIMBAU,1,10014,13,2014-02-12 00:00:00,F,10B,30,
BERIMBAU,1,10014,13,2014-02-12 00:00:00,F,10I,30,
GUANG MING,1,10128,20,2014-02-12 00:00:00,P,06D,24,
GUANG MING,1,10128,20,2014-02-12 00:00:00,P,10F,24,
COUNTRY HEART COOKING,4,11697,14,2014-02-12 00:00:00,P,04L,21,
MEI WEI KITCHEN RESTAURANT,4,11373,5,2014-02-12 00:00:00,P,04L,18,
SUSHI TATSU,3,11216,5,2014-02-12 00:00:00,P,04N,21,
TEE CAFE,4,11428,14,2014-02-12 00:00:00,F,10F,28,
FINNERTY'S,1,10003,3,2014-02-12 00:00:00,F,10F,29,
AOA Bar & Grill,1,10013,3,2014-02-12 00:00:00,F,10F,35,
FINNERTY'S,1,10003,3,2014-02-12 00:00:00,F,08A,29,
TEE CAFE,4,11428,14,2014-02-12 00:00:00,F,04A,28,
TEE CAFE,4,11428,14,2014-02-12 00:00:00,F,04L,28,
HALAL GYRO KING,2,11230,56,2014-02-12 00:00:00,P,04H,20,
HALAL GYRO KING,2,11230,56,2014-02-12 00:00:00,P,08A,20,
TEE CAFE,4,11428,14,2014-02-12 00:00:00,F,08A,28,
SLICES AND ICES,4,11694,62,2014-02-12 00:00:00,P,06C,26,
NEW WHITE SWAN BAKERY 88,1,10002,8,2014-02-12 00:00:00,P,02B,22,
NEW L & K CHINESE RESTAURANT,4,11374,20,2014-02-12 00:00:00,F,08A,31,
NEW WHITE SWAN BAKERY 88,1,10002,8,2014-02-12 00:00:00,P,04H,22,
SLICES AND ICES,4,11694,62,2014-02-12 00:00:00,F,16B,,
SLICES AND ICES,4,11694,62,2014-02-12 00:00:00,P,02B,26,
SUSHI TATSU,3,11216,5,2014-02-12 00:00:00,P,06D,21,
SUSHI TATSU,3,11216,5,2014-02-12 00:00:00,P,08A,21,
NEW L & K CHINESE RESTAURANT,4,11374,20,2014-02-12 00:00:00,F,06C,31,
NEW L & K CHINESE RESTAURANT,4,11374,20,2014-02-12 00:00:00,F,09C,31,
AOA Bar & Grill,1,10013,3,2014-02-12 00:00:00,F,02G,35,
AOA Bar & Grill,1,10013,3,2014-02-12 00:00:00,F,08A,35,
NEW L & K CHINESE RESTAURANT,4,11374,20,2014-02-12 00:00:00,F,04L,31,
BAGELS & CO,4,11366,50,2014-02-12 00:00:00,G,10B,51,
NEXT DOOR,1,10033,5,2014-02-12 00:00:00,P,10F,21,
COZY DINER & CAFE,4,11357,38,2014-02-12 00:00:00,F,08A,28,
NEXT DOOR,1,10033,5,2014-02-12 00:00:00,P,04M,21,
BAGELS & CO,4,11366,50,2014-02-12 00:00:00,G,06F,51,
BAGELS & CO,4,11366,50,2014-02-12 00:00:00,G,02B,51,
BAGELS & CO,4,11366,50,2014-02-12 00:00:00,G,04L,51,
WOK & ROLL,4,11430,5,2014-02-12 00:00:00,P,04L,17,
NEW NO 1 CHINESE RESTAURANT,4,11434,20,2014-02-12 00:00:00,F,04L,30,
MUGI BAKERY,4,11355,8,2014-02-12 00:00:00,P,06A,21,
MASAKE,3,11230,22,2014-02-12 00:00:00,P,04C,16,
MASAKE,3,11230,22,2014-02-12 00:00:00,P,10F,16,
ROEBLING INN,3,11201,3,2014-02-12 00:00:00,P,06D,19,
ROEBLING INN,3,11201,3,2014-02-12 00:00:00,P,10D,19,
MUGI BAKERY,4,11355,8,2014-02-12 00:00:00,P,10F,21,
ROEBLING INN,3,11201,3,2014-02-12 00:00:00,P,04H,19,
ROEBLING INN,3,11201,3,2014-02-12 00:00:00,P,08C,19,
PING'S,1,10013,20,2014-02-12 00:00:00,F,06C,39,
RU YI SEAFOOD RESTAURANT,4,11373,20,2014-02-12 00:00:00,P,04J,21,
PING'S,1,10013,20,2014-02-12 00:00:00,F,02G,39,
COZY DINER & CAFE,4,11357,38,2014-02-12 00:00:00,F,02B,28,
PING'S,1,10013,20,2014-02-12 00:00:00,F,10B,39,
MASAKE,3,11230,22,2014-02-12 00:00:00,P,02B,16,
NANA SUSHI LOUNGE,3,11215,49,2014-02-12 00:00:00,F,08A,39,
"DUNKIN DONUTS, SUBWAY",4,11433,69,2014-02-12 00:00:00,P,04M,24,
NANA SUSHI LOUNGE,3,11215,49,2014-02-12 00:00:00,F,04H,39,
NANA SUSHI LOUNGE,3,11215,49,2014-02-12 00:00:00,F,02G,39,
BAGEL BOB,3,11234,7,2014-02-12 00:00:00,P,10F,22,
UNIVERSITY PIZZA,2,10453,62,2014-02-12 00:00:00,D,10F,11,
BROADWAY CHINESE KITCHEN,2,10463,20,2014-02-12 00:00:00,F,06C,48,
LIT LOUNGE NYC,1,10003,3,2014-02-12 00:00:00,P,04L,25,
BROADWAY CHINESE KITCHEN,2,10463,20,2014-02-12 00:00:00,F,02G,48,
SIZZLE SHAWARMA & FALAFEL BAR,4,11366,50,2014-02-12 00:00:00,P,02B,26,
UNIVERSITY PIZZA,2,10453,62,2014-02-12 00:00:00,D,02G,11,
BROADWAY CHINESE KITCHEN,2,10463,20,2014-02-12 00:00:00,F,04L,48,
GUANG MING,1,10128,20,2014-02-12 00:00:00,P,04L,24,
LIT LOUNGE NYC,1,10003,3,2014-02-12 00:00:00,P,10A,25,
THE GASTRO BAR AT 35TH,3,10001,3,2014-02-12 00:00:00,P,02B,18,
REGO PARK SAKE,4,11374,49,2014-02-12 00:00:00,P,02B,17,
GUANG MING,1,10128,20,2014-02-12 00:00:00,P,02B,24,
REGO PARK SAKE,4,11374,49,2014-02-12 00:00:00,F,16A,,
MEI WEI KITCHEN RESTAURANT,4,11373,5,2014-02-12 00:00:00,P,02B,18,
MEI WEI KITCHEN RESTAURANT,4,11373,5,2014-02-12 00:00:00,P,08A,18,
AWAKENING NEW YORK,3,11222,3,2014-02-12 00:00:00,P,06A,15,
AWAKENING NEW YORK,3,11222,3,2014-02-12 00:00:00,P,06B,15,
EDGE BAR & LOUNGE,4,11434,3,2014-02-12 00:00:00,P,06D,24,
JOHN BROWN SERIOUS BBQ,4,11101,3,2014-02-12 00:00:00,P,05D,17,
AWAKENING NEW YORK,3,11222,3,2014-02-12 00:00:00,P,06D,15,
SUSHI TATSU,3,11216,5,2014-02-12 00:00:00,P,06A,21,
CAFE 58,3,11220,48,2014-02-12 00:00:00,F,02B,39,
SOBA TOTTO,1,10017,49,2014-02-12 00:00:00,P,02G,26,
SOBA TOTTO,1,10017,49,2014-02-12 00:00:00,P,06D,26,
HALAL GYRO KING,2,11230,56,2014-02-12 00:00:00,P,10F,20,
AOA Bar & Grill,1,10013,3,2014-02-12 00:00:00,F,04L,35,
AOA Bar & Grill,1,10013,3,2014-02-12 00:00:00,F,09C,35,
SOBA TOTTO,1,10017,49,2014-02-12 00:00:00,P,10B,26,
AOA Bar & Grill,1,10013,3,2014-02-12 00:00:00,F,04A,35,
POURING RIBBONS,1,10009,3,2014-02-12 00:00:00,P,08A,22,
HALAL GYRO KING,2,11230,56,2014-02-12 00:00:00,P,04L,20,
CHIPOTLE MEXICAN GRILL,1,10016,55,2014-02-12 00:00:00,P,08A,15,
SINDICATO,3,11222,55,2014-02-12 00:00:00,P,08A,23,
DUNKIN DONUTS / BASKIN ROBBINS,4,11379,29,2014-02-12 00:00:00,P,10F,20,
NEXT DOOR,1,10033,5,2014-02-12 00:00:00,P,08A,21,
CAFE 58,3,11220,48,2014-02-12 00:00:00,F,10D,39,
LP 28 CAFE,2,11220,20,2014-02-12 00:00:00,P,10B,18,
CAFE ZONA SUR,2,11232,3,2014-02-12 00:00:00,P,08A,19,
LP 28 CAFE,2,11220,20,2014-02-12 00:00:00,P,04M,18,
LP 28 CAFE,2,11220,20,2014-02-12 00:00:00,P,06E,18,
NEXT DOOR,1,10033,5,2014-02-12 00:00:00,P,04C,21,
COZY DINER & CAFE,4,11357,38,2014-02-12 00:00:00,F,04L,28,
LP 28 CAFE,2,11220,20,2014-02-12 00:00:00,P,08A,18,
LP 28 CAFE,2,11220,20,2014-02-12 00:00:00,P,10F,18,
88 ORCHARD COFFEE,1,10002,3,2014-02-12 00:00:00,P,04L,24,
COZY DINER & CAFE,4,11357,38,2014-02-12 00:00:00,F,10B,28,
MUGI BAKERY,4,11355,8,2014-02-12 00:00:00,P,02B,21,
MUGI BAKERY,4,11355,8,2014-02-12 00:00:00,P,04C,21,
88 ORCHARD COFFEE,1,10002,3,2014-02-12 00:00:00,P,04A,24,
O'S GRILL SPOT \RESTAURANT,3,11216,17,2014-02-12 00:00:00,P,10B,15,
NIGHTINGALE 9,3,11231,5,2014-02-12 00:00:00,P,06A,17,
NIGHTINGALE 9,3,11231,5,2014-02-12 00:00:00,P,06B,17,
NIGHTINGALE 9,3,11231,5,2014-02-12 00:00:00,P,09C,17,
IT'Z ALL4 U,4,11691,99,2014-02-12 00:00:00,P,10F,23,
MARCUS VINEYARD,3,11216,3,2014-02-12 00:00:00,P,08A,23,
O'S GRILL SPOT \RESTAURANT,3,11216,17,2014-02-12 00:00:00,P,08C,15,
Playland Motel,4,11693,62,2014-02-12 00:00:00,G,08A,55,
McDonald's,4,11693,39,2014-02-12 00:00:00,P,02G,20,
NEW DE XING CHINESE RESTAURANT,4,11413,20,2014-02-12 00:00:00,P,10A,24,
GOLDEN KRUST,4,11413,17,2014-02-12 00:00:00,P,05D,15,
XIAO LE YUAN BAKERY INC.,3,11220,20,2014-02-12 00:00:00,P,04J,22,
HUA XIA SEAFOOD RESTAURANT,1,10002,20,2014-02-12 00:00:00,P,08A,24,
FULTON FRIED CHICKEN & PIZZA,3,11201,18,2014-02-12 00:00:00,F,05D,41,
CIBAO,3,11201,77,2014-02-12 00:00:00,P,08A,17,
395 EAST 149TH DELI GROCERY,2,10455,69,2014-02-12 00:00:00,F,06B,48,
FULTON FRIED CHICKEN & PIZZA,3,11201,18,2014-02-12 00:00:00,F,04H,41,
FULTON FRIED CHICKEN & PIZZA,3,11201,18,2014-02-12 00:00:00,F,08A,41,
ABSOLUTE COFFEE,3,11201,14,2014-02-12 00:00:00,E,05F,31,
EASTERN OCEAN ONE,3,11220,20,2014-02-12 00:00:00,P,06D,16,
EASTERN OCEAN ONE,3,11220,20,2014-02-12 00:00:00,P,10H,16,
395 EAST 149TH DELI GROCERY,2,10455,69,2014-02-12 00:00:00,F,05D,48,
SUBWAY,2,10457,4,2014-02-12 00:00:00,D,10A,4,
SUBWAY,2,10457,4,2014-02-12 00:00:00,D,10B,4,
IT'Z ALL4 U,4,11691,99,2014-02-12 00:00:00,P,05D,23,
IT'Z ALL4 U,4,11691,99,2014-02-12 00:00:00,P,10H,23,
Playland Motel,4,11693,62,2014-02-12 00:00:00,G,04L,55,
DA MARCELLA,1,10019,54,2014-02-12 00:00:00,F,04H,32,
DA MARCELLA,1,10019,54,2014-02-12 00:00:00,F,05D,32,
